Geneid	Chr	Start	End	Strand	Length	align/bam/SRR20959676	align/bam/SRR20959677	align/bam/SRR20959678	align/bam/SRR20959679	align/bam/SRR20959680	align/bam/SRR20959681	align/bam/SRR20959682	align/bam/SRR20959683
SAUSA300_RS11425	NC_007793.1	2236052	2237368	-	1317	148	36	36	146	212	95	514	66
SAUSA300_RS11430	NC_007793.1	2237615	2239042	-	1428	3478	182	308	1116	1256	2696	714	469
SAUSA300_RS11435	NC_007793.1	2239280	2239615	-	336	742	558	163	257	460	300	354	297
SAUSA300_RS11440	NC_007793.1	2239704	2240963	-	1260	406	96	117	193	148	194	595	151
SAUSA300_RS11445	NC_007793.1	2241429	2242289	-	861	1234	122	190	1164	428	208	2534	216
SAUSA300_RS11450	NC_007793.1	2242507	2243028	+	522	0	0	2	2	0	2	0	4
SAUSA300_RS11455	NC_007793.1	2243137	2244747	-	1611	45	12	45	98	16	30	228	18
SAUSA300_RS11460	NC_007793.1	2245083	2245613	-	531	1	0	6	0	0	2	3	0
SAUSA300_RS11465	NC_007793.1	2245725	2246585	-	861	1	2	49	6	4	4	99	2
SAUSA300_RS11475	NC_007793.1	2247009	2247812	+	804	326	72	56	268	250	78	240	118
SAUSA300_RS11480	NC_007793.1	2247942	2248613	-	672	2	0	0	0	3	1	14	0
SAUSA300_RS11485	NC_007793.1	2249012	2250205	-	1194	21	0	14	14	21	13	94	9
SAUSA300_RS11490	NC_007793.1	2250205	2251389	-	1185	38	10	10	14	20	14	54	4
SAUSA300_RS11495	NC_007793.1	2251700	2252170	+	471	45	26	12	30	28	8	32	18
SAUSA300_RS11500	NC_007793.1	2252322	2252672	-	351	168	51	442	198	159	256	132	57
SAUSA300_RS11505	NC_007793.1	2252686	2253987	-	1302	436	72	632	862	470	408	1278	110
SAUSA300_RS11515	NC_007793.1	2254266	2254928	-	663	222	16	121	1013	408	47	368	58
SAUSA300_RS11520	NC_007793.1	2255243	2255953	+	711	72	4	71	74	68	40	347	50
SAUSA300_RS11525	NC_007793.1	2256074	2256517	-	444	654	22	165	36	140	16	664	103
SAUSA300_RS11530	NC_007793.1	2256717	2257130	-	414	0	0	27	0	0	0	32	0
SAUSA300_RS11535	NC_007793.1	2257588	2258961	-	1374	33	0	12	29	25	16	114	16
SAUSA300_RS11540	NC_007793.1	2259633	2259863	-	231	10	0	6	2	8	0	9	4
SAUSA300_RS11545	NC_007793.1	2259894	2260832	-	939	228	26	50	48	38	71	50	113
SAUSA300_RS11550	NC_007793.1	2261267	2261932	-	666	20	0	12	0	4	2	10	2
SAUSA300_RS11555	NC_007793.1	2262084	2262404	+	321	40	18	18	44	14	4	125	18
SAUSA300_RS11560	NC_007793.1	2262406	2263386	+	981	116	72	36	99	56	33	298	27
SAUSA300_RS11565	NC_007793.1	2263652	2264743	+	1092	7	6	28	16	13	6	10	0
SAUSA300_RS11570	NC_007793.1	2265243	2265347	-	105	1555	466	1445	8	417	412	5437	1023
SAUSA300_RS11580	NC_007793.1	2266034	2267170	-	1137	0	0	0	0	0	0	0	0
SAUSA300_RS11585	NC_007793.1	2267459	2267551	+	93	0	0	0	0	0	0	0	0
SAUSA300_RS11590	NC_007793.1	2268256	2269113	-	858	184	37	90	72	81	68	84	22
SAUSA300_RS11595	NC_007793.1	2269181	2269963	-	783	80	26	0	48	66	30	8	26
SAUSA300_RS11600	NC_007793.1	2270195	2272000	-	1806	17320	1359	7859	4231	5058	4930	9032	1174
SAUSA300_RS11605	NC_007793.1	2272681	2274219	+	1539	42	7	44	38	14	20	84	10
SAUSA300_RS11610	NC_007793.1	2274254	2276386	+	2133	111	24	22	66	36	30	98	2
SAUSA300_RS11615	NC_007793.1	2276398	2276832	+	435	13	2	18	0	40	1	20	0
SAUSA300_RS11620	NC_007793.1	2276832	2277938	+	1107	192	35	146	26	77	58	64	48
SAUSA300_RS11630	NC_007793.1	2285970	2287325	-	1356	750	64	838	420	238	208	554	91
SAUSA300_RS11635	NC_007793.1	2287352	2288284	-	933	58	20	20	26	14	30	52	13
SAUSA300_RS11640	NC_007793.1	2288286	2289095	-	810	215	7	47	111	91	55	190	34
SAUSA300_RS11645	NC_007793.1	2289284	2290192	-	909	48	8	12	44	72	38	53	16
SAUSA300_RS15540	NC_007793.1	2291756	2291860	+	105	0	0	0	0	0	0	3	0
SAUSA300_RS11655	NC_007793.1	2291851	2291923	-	73	0	5	0	0	0	0	0	0
SAUSA300_RS11660	NC_007793.1	2291927	2292001	-	75	0	0	0	0	0	0	0	0
SAUSA300_RS11665	NC_007793.1	2292011	2292094	-	84	0	0	0	0	0	0	0	0
SAUSA300_RS11670	NC_007793.1	2292124	2292199	-	76	0	4	1	2	2	0	0	2
SAUSA300_RS11675	NC_007793.1	2292207	2292278	-	72	0	2	0	1	0	2	3	0
SAUSA300_RS11680	NC_007793.1	2292280	2292354	-	75	0	0	0	0	0	0	0	0
SAUSA300_RS11685	NC_007793.1	2292365	2292479	-	115	0	0	2	0	0	0	0	0
SAUSA300_RS11690	NC_007793.1	2292552	2295474	-	2923	3527	702	1509	4044	5164	1392	4216	1641
SAUSA300_RS11695	NC_007793.1	2296023	2297574	-	1552	10808	7843	13479	10680	17629	10258	24353	7540
SAUSA300_RS11700	NC_007793.1	2297757	2297942	-	186	0	0	0	0	0	0	0	0
SAUSA300_RS11705	NC_007793.1	2298031	2299095	-	1065	286	64	468	74	108	128	116	74
SAUSA300_RS11710	NC_007793.1	2299243	2300685	-	1443	17	12	72	16	72	85	150	2
SAUSA300_RS11715	NC_007793.1	2301007	2301480	-	474	2	14	13	0	2	1	0	7
SAUSA300_RS11720	NC_007793.1	2301579	2302922	-	1344	34	30	0	26	62	36	40	16
SAUSA300_RS11725	NC_007793.1	2303099	2303782	-	684	57	24	28	44	33	32	40	13
SAUSA300_RS11730	NC_007793.1	2303801	2304988	-	1188	26	29	41	29	145	18	90	8
SAUSA300_RS11735	NC_007793.1	2305032	2305547	-	516	83	46	68	32	34	26	202	28
SAUSA300_RS11740	NC_007793.1	2305724	2305984	+	261	320	34	176	48	126	38	136	202
SAUSA300_RS11745	NC_007793.1	2306116	2307486	-	1371	68	9	80	56	98	42	313	74
SAUSA300_RS11750	NC_007793.1	2307722	2308690	-	969	12	5	0	6	42	6	152	10
SAUSA300_RS11755	NC_007793.1	2308687	2309718	-	1032	20	24	0	66	17	5	103	10
SAUSA300_RS11760	NC_007793.1	2309730	2310713	-	984	2	4	0	8	6	6	52	12
SAUSA300_RS11765	NC_007793.1	2310879	2311004	+	126	0	0	0	0	0	0	0	0
SAUSA300_RS11770	NC_007793.1	2311105	2312175	-	1071	0	0	9	1	7	0	24	0
SAUSA300_RS11775	NC_007793.1	2312182	2313939	-	1758	135	13	84	278	134	126	244	40
SAUSA300_RS11780	NC_007793.1	2313926	2315119	-	1194	24	20	18	487	63	22	68	14
SAUSA300_RS11785	NC_007793.1	2315221	2317197	+	1977	74	42	52	783	93	22	194	46
SAUSA300_RS11805	NC_007793.1	2319313	2319822	-	510	333	292	670	469	418	482	402	66
SAUSA300_RS11810	NC_007793.1	2319885	2320124	-	240	35	11	54	83	39	328	191	9
SAUSA300_RS11815	NC_007793.1	2320137	2320673	-	537	2072	563	4433	3146	1569	1702	2468	546
SAUSA300_RS11820	NC_007793.1	2320848	2322410	-	1563	252	132	467	563	534	830	230	28
SAUSA300_RS11825	NC_007793.1	2322717	2323718	-	1002	754	124	160	278	577	141	301	96
SAUSA300_RS11830	NC_007793.1	2323952	2324953	-	1002	3345	723	2202	3197	3091	1693	4285	628
SAUSA300_RS11835	NC_007793.1	2325236	2326105	-	870	37	30	170	43	21	50	284	6
SAUSA300_RS11840	NC_007793.1	2326371	2327783	-	1413	435	26	54	60	94	50	42	102
SAUSA300_RS11845	NC_007793.1	2327801	2329513	-	1713	74	2	66	8	32	34	98	36
SAUSA300_RS11850	NC_007793.1	2329519	2329830	-	312	0	0	0	20	10	6	0	0
SAUSA300_RS11855	NC_007793.1	2329852	2330832	-	981	95	4	3	26	14	0	17	32
SAUSA300_RS11860	NC_007793.1	2330836	2331768	-	933	49	2	8	20	24	6	28	4
SAUSA300_RS15895	NC_007793.1	2331781	2332296	-	516	66	0	0	8	4	0	6	14
SAUSA300_RS15900	NC_007793.1	2332312	2332740	-	429	16	0	0	0	2	4	20	0
SAUSA300_RS11875	NC_007793.1	2333108	2333863	-	756	0	4	0	0	8	0	2	0
SAUSA300_RS11880	NC_007793.1	2334105	2334845	+	741	154	98	10	277	292	48	960	54
SAUSA300_RS11885	NC_007793.1	2334882	2335043	+	162	0	2	2	1	0	9	0	1
SAUSA300_RS11895	NC_007793.1	2336005	2336130	-	126	0	0	0	0	0	0	0	0
SAUSA300_RS11900	NC_007793.1	2336350	2337198	-	849	265	22	42	6	76	33	77	40
SAUSA300_RS11905	NC_007793.1	2337268	2337684	-	417	0	0	4	4	2	0	11	0
SAUSA300_RS11910	NC_007793.1	2337928	2338095	+	168	0	0	0	0	2	0	0	0
SAUSA300_RS11915	NC_007793.1	2338092	2340515	+	2424	36	0	99	10	14	4	72	6
SAUSA300_RS11920	NC_007793.1	2340575	2341429	-	855	0	26	29	8	0	0	0	4
SAUSA300_RS11925	NC_007793.1	2341640	2342455	-	816	0	0	0	4	2	0	0	0
SAUSA300_RS11930	NC_007793.1	2342749	2343174	+	426	66	6	11	300	154	0	8	0
SAUSA300_RS11935	NC_007793.1	2343538	2344242	-	705	32	0	12	40	46	20	0	6
SAUSA300_RS11940	NC_007793.1	2344279	2345943	-	1665	130	76	36	347	395	12	20	26
SAUSA300_RS11945	NC_007793.1	2346176	2346415	+	240	21	7	8	4	4	0	6	0
SAUSA300_RS11950	NC_007793.1	2346397	2346579	-	183	0	1	9	2	2	2	0	2
SAUSA300_RS11955	NC_007793.1	2347133	2348539	-	1407	0	0	0	0	0	0	0	0
SAUSA300_RS11960	NC_007793.1	2348668	2349804	-	1137	0	0	0	0	0	0	0	0
SAUSA300_RS11965	NC_007793.1	2349805	2350548	-	744	0	0	0	0	0	0	0	0
SAUSA300_RS11985	NC_007793.1	2352541	2352933	-	393	132	10	10	65	37	24	1606	18
SAUSA300_RS11990	NC_007793.1	2352953	2353390	-	438	245	44	70	155	114	96	2066	70
SAUSA300_RS11995	NC_007793.1	2353630	2354433	-	804	800	138	297	238	479	542	2493	152
SAUSA300_RS12000	NC_007793.1	2354438	2355244	-	807	98	62	103	18	51	123	423	32
SAUSA300_RS12005	NC_007793.1	2355234	2356094	-	861	301	56	62	89	264	157	1355	40
SAUSA300_RS12010	NC_007793.1	2356091	2356900	-	810	160	68	75	40	105	130	161	35
SAUSA300_RS12015	NC_007793.1	2357438	2357806	-	369	465	191	648	609	457	271	3286	119
SAUSA300_RS12020	NC_007793.1	2357823	2358767	-	945	2601	341	631	2119	1624	1027	5124	740
SAUSA300_RS12025	NC_007793.1	2358842	2359231	-	390	675	93	286	595	503	284	1922	138
SAUSA300_RS12030	NC_007793.1	2359255	2359620	-	366	654	88	243	439	427	254	2003	153
SAUSA300_RS12035	NC_007793.1	2359643	2359756	-	114	0	0	0	1	0	0	2	0
SAUSA300_RS12040	NC_007793.1	2359788	2360006	-	219	114	25	57	65	72	48	193	54
SAUSA300_RS12045	NC_007793.1	2360199	2360846	-	648	1287	210	640	969	710	488	1821	511
SAUSA300_RS12050	NC_007793.1	2360863	2362155	-	1293	6671	1893	7004	8881	5763	4479	21640	2701
SAUSA300_RS12055	NC_007793.1	2362155	2362595	-	441	903	110	275	808	632	412	1055	246
SAUSA300_RS12060	NC_007793.1	2362612	2362791	-	180	131	63	38	99	182	146	642	48
SAUSA300_RS12065	NC_007793.1	2362808	2363308	-	501	860	81	295	835	661	472	2091	121
SAUSA300_RS12070	NC_007793.1	2363329	2363688	-	360	143	2	115	120	93	90	463	33
SAUSA300_RS12075	NC_007793.1	2363719	2364255	-	537	247	96	230	134	258	165	869	62
SAUSA300_RS12080	NC_007793.1	2364280	2364678	-	399	154	38	24	114	92	85	638	56
SAUSA300_RS12085	NC_007793.1	2364710	2364895	-	186	180	13	5	110	91	100	278	41
SAUSA300_RS12090	NC_007793.1	2364918	2365457	-	540	333	41	96	232	273	270	877	73
SAUSA300_RS12095	NC_007793.1	2365484	2365801	-	318	79	33	2	49	47	42	176	14
SAUSA300_RS12100	NC_007793.1	2365837	2366205	-	369	1092	129	403	904	637	462	1547	258
SAUSA300_RS12105	NC_007793.1	2366237	2366500	-	264	36	16	23	25	49	40	90	17
SAUSA300_RS12110	NC_007793.1	2366524	2366733	-	210	28	8	29	34	45	24	64	15
SAUSA300_RS12115	NC_007793.1	2366723	2367157	-	435	310	48	35	255	193	137	685	44
SAUSA300_RS12120	NC_007793.1	2367160	2367813	-	654	618	132	252	504	401	265	1731	155
SAUSA300_RS12125	NC_007793.1	2367837	2368190	-	354	471	96	252	309	268	206	1783	98
SAUSA300_RS12130	NC_007793.1	2368219	2368497	-	279	26	0	0	1	10	16	46	4
SAUSA300_RS12135	NC_007793.1	2368564	2369397	-	834	2167	222	451	1476	1068	783	3200	560
SAUSA300_RS12140	NC_007793.1	2369430	2369705	-	276	70	2	18	47	19	20	149	27
SAUSA300_RS12145	NC_007793.1	2369705	2370328	-	624	1286	174	223	1037	1160	836	2031	387
SAUSA300_RS12150	NC_007793.1	2370355	2371017	-	663	873	89	188	707	510	296	1612	164
SAUSA300_RS12155	NC_007793.1	2371045	2371353	-	309	184	4	60	223	139	139	738	83
SAUSA300_RS12160	NC_007793.1	2371710	2372099	+	390	216	816	1158	638	1298	1226	6	175
SAUSA300_RS12165	NC_007793.1	2372291	2373625	-	1335	129	116	126	69	158	98	419	45
SAUSA300_RS12170	NC_007793.1	2373738	2375873	-	2136	217	94	280	115	220	215	812	77
SAUSA300_RS12175	NC_007793.1	2375899	2375994	-	96	0	0	0	0	1	0	0	0
SAUSA300_RS12180	NC_007793.1	2376060	2376947	+	888	18	10	42	2	30	8	20	0
SAUSA300_RS12185	NC_007793.1	2377128	2377991	+	864	24	8	88	28	14	15	222	6
SAUSA300_RS12190	NC_007793.1	2378108	2378239	-	132	6	0	0	0	8	2	9	0
SAUSA300_RS12195	NC_007793.1	2378410	2379318	-	909	8	2	50	0	6	1	79	6
SAUSA300_RS12200	NC_007793.1	2379451	2379615	+	165	1	10	13	7	4	1	9	12
SAUSA300_RS12205	NC_007793.1	2379860	2380177	+	318	0	4	8	0	0	2	0	2
SAUSA300_RS12210	NC_007793.1	2380364	2383531	-	3168	744	144	464	182	576	256	1506	160
SAUSA300_RS12215	NC_007793.1	2383648	2384913	-	1266	50	0	74	22	14	26	44	6
SAUSA300_RS12220	NC_007793.1	2385302	2385553	+	252	0	0	8	0	0	3	3	0
SAUSA300_RS12225	NC_007793.1	2385545	2386309	-	765	2	6	22	6	8	4	6	0
SAUSA300_RS12230	NC_007793.1	2386471	2386911	+	441	0	0	8	4	2	2	8	0
SAUSA300_RS12235	NC_007793.1	2386904	2388115	+	1212	13	0	8	14	4	12	58	0
SAUSA300_RS12240	NC_007793.1	2388217	2388567	-	351	0	0	0	0	0	0	0	0
SAUSA300_RS12245	NC_007793.1	2388693	2388863	+	171	6	6	4	0	6	3	2	4
SAUSA300_RS12260	NC_007793.1	2389258	2390280	-	1023	356	184	724	116	199	343	583	52
SAUSA300_RS12265	NC_007793.1	2390300	2390899	-	600	392	99	227	118	238	373	150	93
SAUSA300_RS12270	NC_007793.1	2390906	2391139	-	234	34	12	2	10	28	31	16	4
SAUSA300_RS12275	NC_007793.1	2391145	2391591	-	447	62	44	16	44	126	68	76	9
SAUSA300_RS12280	NC_007793.1	2391605	2392090	-	486	27	10	6	22	6	48	175	16
SAUSA300_RS12285	NC_007793.1	2392087	2393346	-	1260	532	205	192	571	658	334	220	116
SAUSA300_RS12290	NC_007793.1	2393409	2393903	+	495	722	326	478	1092	803	391	865	203
SAUSA300_RS12295	NC_007793.1	2393905	2394411	-	507	48	59	5	195	259	48	84	5
SAUSA300_RS12300	NC_007793.1	2394442	2395446	-	1005	88	49	34	34	130	56	72	12
SAUSA300_RS12305	NC_007793.1	2395616	2396221	-	606	11	21	15	26	47	8	7	0
SAUSA300_RS12310	NC_007793.1	2396222	2396893	-	672	65	40	100	59	115	107	81	12
SAUSA300_RS12315	NC_007793.1	2396907	2397689	-	783	0	0	0	8	6	4	4	0
SAUSA300_RS12320	NC_007793.1	2397979	2398776	+	798	114	16	66	16	40	56	66	42
SAUSA300_RS12325	NC_007793.1	2398948	2399718	-	771	0	8	0	0	2	5	20	0
SAUSA300_RS12330	NC_007793.1	2399790	2400344	-	555	10	0	0	6	6	18	9	4
SAUSA300_RS12335	NC_007793.1	2400465	2401406	-	942	10	8	0	12	22	32	15	0
SAUSA300_RS12340	NC_007793.1	2401805	2402713	-	909	2	8	0	0	3	4	8	0
SAUSA300_RS12345	NC_007793.1	2402927	2404081	-	1155	10	0	0	6	8	4	12	4
SAUSA300_RS12350	NC_007793.1	2404298	2405203	-	906	2	0	0	0	0	0	2	0
SAUSA300_RS12355	NC_007793.1	2405463	2405765	+	303	0	0	0	0	2	8	3	0
SAUSA300_RS12360	NC_007793.1	2405779	2406189	+	411	1	0	0	1	0	0	0	0
SAUSA300_RS12365	NC_007793.1	2406186	2407901	+	1716	187	16	26	57	70	12	68	4
SAUSA300_RS12370	NC_007793.1	2407914	2408366	+	453	22	0	0	1	2	0	12	0
SAUSA300_RS12375	NC_007793.1	2408359	2409048	+	690	12	0	0	5	7	13	10	0
SAUSA300_RS12380	NC_007793.1	2409061	2409675	+	615	16	0	6	15	8	3	24	12
SAUSA300_RS12385	NC_007793.1	2409675	2410511	+	837	18	4	0	10	6	26	11	2
SAUSA300_RS12390	NC_007793.1	2410700	2411047	-	348	0	0	14	8	0	0	8	0
SAUSA300_RS12400	NC_007793.1	2411475	2411801	-	327	0	0	0	0	0	0	0	0
SAUSA300_RS12405	NC_007793.1	2411865	2412608	-	744	0	12	0	0	0	2	1	0
SAUSA300_RS12410	NC_007793.1	2412634	2414589	-	1956	8	30	4	0	14	12	1	14
SAUSA300_RS12415	NC_007793.1	2415199	2416002	+	804	365	87	44	350	293	143	167	180
SAUSA300_RS12420	NC_007793.1	2416019	2416261	-	243	1	0	6	3	11	0	0	0
SAUSA300_RS12425	NC_007793.1	2416435	2417835	-	1401	10	0	42	24	4	16	64	10
SAUSA300_RS12430	NC_007793.1	2417930	2419012	-	1083	26	0	14	14	2	2	12	12
SAUSA300_RS12435	NC_007793.1	2419260	2419682	+	423	0	0	0	0	0	0	0	4
SAUSA300_RS12440	NC_007793.1	2419919	2420419	+	501	98	16	0	118	92	36	126	42
SAUSA300_RS12450	NC_007793.1	2420781	2421734	+	954	974	94	1095	502	468	290	1152	140
SAUSA300_RS12455	NC_007793.1	2421826	2422950	-	1125	76	4	26	28	34	18	42	32
SAUSA300_RS12460	NC_007793.1	2423261	2424037	-	777	2	0	6	4	8	2	12	1
SAUSA300_RS12465	NC_007793.1	2424059	2424292	-	234	0	0	0	0	1	4	0	1
SAUSA300_RS12470	NC_007793.1	2424520	2424993	-	474	153	6	271	18	56	63	55	20
SAUSA300_RS12475	NC_007793.1	2424993	2427947	-	2955	11193	1627	2766	2710	3460	2551	1432	1412
SAUSA300_RS12480	NC_007793.1	2428549	2429496	-	948	1180	114	260	392	344	550	1440	203
SAUSA300_RS12485	NC_007793.1	2429629	2430426	-	798	72	4	38	16	32	22	26	27
SAUSA300_RS12490	NC_007793.1	2430811	2431503	+	693	73	52	112	22	42	50	61	24
SAUSA300_RS12500	NC_007793.1	2432150	2432887	-	738	1	14	20	6	18	10	17	0
SAUSA300_RS12505	NC_007793.1	2432936	2433265	+	330	0	0	10	0	0	0	2	0
SAUSA300_RS12510	NC_007793.1	2433710	2434582	+	873	116	24	68	16	36	30	125	58
SAUSA300_RS12515	NC_007793.1	2434969	2436348	-	1380	403	139	176	191	230	184	162	142
SAUSA300_RS12520	NC_007793.1	2436628	2436984	+	357	4	2	0	3	2	3	3	2
SAUSA300_RS12525	NC_007793.1	2436981	2437166	+	186	1	0	4	1	3	2	0	0
SAUSA300_RS12530	NC_007793.1	2437262	2437453	-	192	2	0	1	1	0	1	1	0
SAUSA300_RS12535	NC_007793.1	2437464	2438099	-	636	152	32	118	90	125	94	156	56
SAUSA300_RS12540	NC_007793.1	2438174	2439091	-	918	4	0	14	0	3	2	18	0
SAUSA300_RS12545	NC_007793.1	2439359	2439889	+	531	4	4	28	0	0	12	3	8
SAUSA300_RS12550	NC_007793.1	2439955	2441559	-	1605	38	10	76	46	32	36	164	8
SAUSA300_RS12555	NC_007793.1	2441889	2442653	+	765	18	0	18	0	10	0	18	10
SAUSA300_RS12560	NC_007793.1	2442711	2443217	-	507	0	4	0	0	1	0	19	6
SAUSA300_RS12565	NC_007793.1	2443384	2444697	-	1314	40	0	6	8	13	8	91	4
SAUSA300_RS12570	NC_007793.1	2444922	2445491	-	570	0	6	32	2	0	4	30	6
SAUSA300_RS12575	NC_007793.1	2445978	2446859	-	882	1162	56	210	1112	834	510	552	180
SAUSA300_RS12580	NC_007793.1	2446970	2448091	-	1122	44	10	20	140	62	8	172	18
SAUSA300_RS12585	NC_007793.1	2448368	2449606	-	1239	556	14	255	19661	105	75	428	36
SAUSA300_RS12590	NC_007793.1	2449606	2451267	-	1662	154	6	179	18235	102	41	95	14
SAUSA300_RS12595	NC_007793.1	2451427	2452311	+	885	22	0	20	0	0	2	5	0
SAUSA300_RS12600	NC_007793.1	2452433	2452852	+	420	2	2	0	0	0	4	0	0
SAUSA300_RS12605	NC_007793.1	2453108	2454043	-	936	2075	336	208	1442	1118	566	1985	256
SAUSA300_RS12610	NC_007793.1	2454333	2455592	+	1260	18	8	24	34	18	8	67	10
SAUSA300_RS12615	NC_007793.1	2455658	2456344	-	687	0	0	0	0	4	8	19	0
SAUSA300_RS12620	NC_007793.1	2456518	2457171	+	654	48	0	30	10	16	8	64	16
SAUSA300_RS12630	NC_007793.1	2457407	2458426	-	1020	21	0	18	8	0	4	33	0
SAUSA300_RS12635	NC_007793.1	2458456	2458782	-	327	0	0	0	0	0	0	4	0
SAUSA300_RS15565	NC_007793.1	2458831	2459016	-	186	0	0	0	0	0	0	0	0
SAUSA300_RS12640	NC_007793.1	2459000	2460232	-	1233	44	43	107	30	10	7	101	20
SAUSA300_RS12645	NC_007793.1	2460225	2461124	-	900	4	0	8	0	0	1	10	0
SAUSA300_RS12650	NC_007793.1	2461355	2462002	-	648	40	18	100	18	22	4	116	18
SAUSA300_RS12655	NC_007793.1	2462401	2463009	+	609	56	0	8	8	6	12	15	4
SAUSA300_RS12660	NC_007793.1	2463346	2464554	+	1209	0	0	4	0	2	2	24	6
SAUSA300_RS12665	NC_007793.1	2464602	2465651	-	1050	139	20	14	52	75	31	159	21
SAUSA300_RS12670	NC_007793.1	2465682	2466629	-	948	62	31	18	8	48	15	17	24
SAUSA300_RS12675	NC_007793.1	2466726	2467217	+	492	32	14	0	28	48	12	281	19
SAUSA300_RS12680	NC_007793.1	2467214	2467633	+	420	67	6	31	82	110	70	758	24
SAUSA300_RS12685	NC_007793.1	2467741	2468661	-	921	416	57	120	245	309	57	937	86
SAUSA300_RS12690	NC_007793.1	2468869	2469507	+	639	59	51	50	58	48	19	228	18
SAUSA300_RS12695	NC_007793.1	2469753	2471684	-	1932	8	0	233	2	45	6	422	8
SAUSA300_RS12700	NC_007793.1	2471697	2472344	-	648	2	0	126	8	6	0	57	2
SAUSA300_RS12705	NC_007793.1	2472465	2473016	+	552	0	0	6	0	4	6	0	0
SAUSA300_RS12710	NC_007793.1	2473246	2474454	-	1209	4	0	0	28	34	8	12	18
SAUSA300_RS12715	NC_007793.1	2474564	2474692	-	129	0	0	0	0	0	0	0	0
SAUSA300_RS12720	NC_007793.1	2474723	2476105	-	1383	22	16	16	6	4	6	30	14
SAUSA300_RS12730	NC_007793.1	2476345	2476800	-	456	44	0	0	2	0	8	36	4
SAUSA300_RS12735	NC_007793.1	2476995	2477963	+	969	235	10	11	43	114	26	56	10
SAUSA300_RS12745	NC_007793.1	2479034	2479699	-	666	2125	155	16	525	839	252	629	173
SAUSA300_RS12750	NC_007793.1	2479699	2480754	-	1056	132	108	52	96	118	38	1802	22
SAUSA300_RS12755	NC_007793.1	2480890	2481564	+	675	36	26	8	38	14	4	38	3
SAUSA300_RS12760	NC_007793.1	2481557	2482930	+	1374	38	8	49	17	11	39	119	4
SAUSA300_RS12765	NC_007793.1	2483093	2483536	+	444	0	0	0	0	0	0	0	0
SAUSA300_RS12770	NC_007793.1	2483533	2483988	+	456	12	0	12	2	0	0	4	4
SAUSA300_RS12775	NC_007793.1	2484054	2485532	-	1479	2423	448	948	1786	1600	1227	3581	514
SAUSA300_RS12780	NC_007793.1	2485913	2487511	-	1599	590	490	1850	430	699	328	3688	222
SAUSA300_RS12785	NC_007793.1	2487828	2489501	+	1674	472	58	301	174	254	257	1554	138
SAUSA300_RS12790	NC_007793.1	2489654	2490283	-	630	208	14	20	38	44	40	214	10
SAUSA300_RS12795	NC_007793.1	2490597	2491112	-	516	1	16	114	2	6	0	2	0
SAUSA300_RS12800	NC_007793.1	2491303	2492307	+	1005	161	63	364	148	173	64	352	15
SAUSA300_RS12805	NC_007793.1	2492353	2492754	-	402	6	22	0	20	26	0	36	0
SAUSA300_RS12810	NC_007793.1	2492790	2493824	-	1035	22	34	102	58	82	14	138	6
SAUSA300_RS12815	NC_007793.1	2493835	2493951	-	117	0	0	0	0	0	0	0	0
SAUSA300_RS12820	NC_007793.1	2494056	2494487	-	432	0	2	24	6	0	0	0	0
SAUSA300_RS12830	NC_007793.1	2494694	2495971	-	1278	0	0	0	0	4	0	20	0
SAUSA300_RS12835	NC_007793.1	2496132	2496755	+	624	4	22	54	8	28	28	105	8
SAUSA300_RS12840	NC_007793.1	2496801	2497745	+	945	7	4	12	22	0	6	44	0
SAUSA300_RS12845	NC_007793.1	2497831	2499273	-	1443	90	28	14	65	25	16	241	64
SAUSA300_RS12850	NC_007793.1	2499456	2499839	+	384	0	0	16	0	0	2	2	17
SAUSA300_RS12855	NC_007793.1	2501327	2503432	+	2106	129	176	238	34	73	172	133	35
SAUSA300_RS12860	NC_007793.1	2503503	2503925	+	423	83	22	86	40	78	70	130	9
SAUSA300_RS12865	NC_007793.1	2504190	2504546	+	357	0	0	0	0	0	0	0	0
SAUSA300_RS12870	NC_007793.1	2504950	2506227	-	1278	662	224	566	324	402	206	718	292
SAUSA300_RS12875	NC_007793.1	2506409	2506774	-	366	0	0	0	0	0	0	4	0
SAUSA300_RS12880	NC_007793.1	2507172	2507618	+	447	12	10	20	4	10	0	106	23
SAUSA300_RS12885	NC_007793.1	2507834	2508262	+	429	6	6	24	0	8	6	63	4
SAUSA300_RS12890	NC_007793.1	2508369	2509538	-	1170	24	0	46	8	8	4	114	0
SAUSA300_RS12900	NC_007793.1	2510801	2511541	+	741	0	2	0	3	0	4	6	6
SAUSA300_RS12905	NC_007793.1	2511799	2512452	-	654	75	0	14	16	29	40	74	28
SAUSA300_RS12910	NC_007793.1	2512475	2513509	-	1035	189	28	62	39	77	81	238	91
SAUSA300_RS12915	NC_007793.1	2513533	2513985	-	453	67	26	84	7	48	34	72	27
SAUSA300_RS12920	NC_007793.1	2514005	2514682	-	678	2	15	15	2	16	2	31	0
SAUSA300_RS12925	NC_007793.1	2514675	2515250	-	576	3	4	21	2	0	0	5	0
SAUSA300_RS12930	NC_007793.1	2515243	2516802	-	1560	88	8	93	48	24	38	154	16
SAUSA300_RS12935	NC_007793.1	2516792	2520481	-	3690	126	36	96	190	76	22	410	44
SAUSA300_RS12940	NC_007793.1	2520790	2521767	-	978	26	6	110	24	16	2	186	14
SAUSA300_RS12945	NC_007793.1	2521758	2522072	-	315	7	0	0	0	0	0	2	0
